,name,categories,address,crossStreet,lat,lng,labeledLatLngs,distance,postalCode,cc,city,state,country,formattedAddress,neighborhood,id,point name
0,Pantheon,Monument / Landmark,Piazza della Rotonda,Via Palombella,41.89913348171708,12.47680466523532,"[{'label': 'display', 'lat': 41.89913348171708, 'lng': 12.47680466523532}]",57,00186,IT,Roma,Lazio,Italia,"['Piazza della Rotonda (Via Palombella)', '00186 Roma Lazio', 'Italia']",,4adcdac6f964a5202f5321e3,Panthéon
1,Fontana dei Quattro Fiumi,Fountain,Piazza Navona,,41.89896683723093,12.473131782782303,"[{'label': 'display', 'lat': 41.89896683723093, 'lng': 12.473131782782303}]",309,00186,IT,Roma,Lazio,Italia,"['Piazza Navona', '00186 Roma Lazio', 'Italia']",Parione,4adcdac9f964a520055421e3,Panthéon
2,Piazza Navona,Plaza,Piazza Navona,,41.89923909819951,12.473184388488416,,310,00186,IT,Roma,Lazio,Italia,"['Piazza Navona', '00186 Roma Lazio', 'Italia']",Parione,4adcdac6f964a520285321e3,Panthéon
3,Piazza della Rotonda,Plaza,Piazza della Rotonda,,41.89925302095499,12.476778774611859,"[{'label': 'display', 'lat': 41.89925302095499, 'lng': 12.476778774611859}]",71,00186,IT,Roma,Lazio,Italia,"['Piazza della Rotonda', '00186 Roma Lazio', 'Italia']",Sant'Eustachio,4be05668358fef3b6858648a,Panthéon
4,Il Panino Ingegnoso,Sandwich Place,"Piazza di Pietra, 35",,41.89998191151652,12.479194782088841,"[{'label': 'display', 'lat': 41.89998191151652, 'lng': 12.479194782088841}]",247,00186,IT,Roma,Lazio,Italia,"['Piazza di Pietra, 35', '00186 Roma Lazio', 'Italia']",,5516b0b9498efa5147ff8430,Panthéon
5,Pizza e Mozzarella,Pizza Place,Via di Piè di Marmo 32,,41.89759761479189,12.479097450483923,"[{'label': 'display', 'lat': 41.89759761479189, 'lng': 12.479097450483923}]",219,00186,IT,,,Italia,"['Via di Piè di Marmo 32', '00186', 'Italia']",,50e43f98e4b0b781c2362b32,Panthéon
6,Pane e Salame,Sandwich Place,Via di Santa Maria in Via 19,Via dei Crociferi,41.900604,12.481798,"[{'label': 'display', 'lat': 41.900604, 'lng': 12.481798}]",467,,IT,Roma,Lazio,Italia,"['Via di Santa Maria in Via 19 (Via dei Crociferi)', 'Roma Lazio', 'Italia']",Trevi,56dd7b20498ebb7ab96350ee,Panthéon
7,Piazza Venezia,Plaza,Piazza Venezia,,41.895746560967744,12.48244572340433,,564,00187,IT,Roma,Lazio,Italia,"['Piazza Venezia', '00187 Roma Lazio', 'Italia']",,4adcdac6f964a520465321e3,Panthéon
8,Venchi,Ice Cream Shop,Via degli Orfani 87,Via del Corso,41.90004164812426,12.480883171716998,"[{'label': 'display', 'lat': 41.90004164812426, 'lng': 12.480883171716998}]",371,00186,IT,Roma,Lazio,Italia,"['Via degli Orfani 87 (Via del Corso)', '00186 Roma Lazio', 'Italia']",,53ce8a93498e9707065baed5,Panthéon
9,Frigidarium,Ice Cream Shop,Via del Governo Vecchio 112,Via Sora,41.89829373805058,12.470566970920304,"[{'label': 'display', 'lat': 41.89829373805058, 'lng': 12.470566970920304}]",520,00186,IT,Roma,Lazio,Italia,"['Via del Governo Vecchio 112 (Via Sora)', '00186 Roma Lazio', 'Italia']",Parione,4c49fab99c8d2d7f9e69e668,Panthéon
10,Cipasso,Wine Bar,"Via dell orso, 71",,41.901772,12.473529,"[{'label': 'display', 'lat': 41.901772, 'lng': 12.473529}]",445,00186,IT,Roma,Lazio,Italia,"['Via dell orso, 71', '00186 Roma Lazio', 'Italia']",,5b2fa144610f04002c060e48,Panthéon
11,Basilica di Sant'Andrea della Valle,Church,Piazza di Sant'Andrea della Valle,,41.89628,12.474383,"[{'label': 'display', 'lat': 41.89628, 'lng': 12.474383}]",329,00186,IT,Roma,Lazio,Italia,"[""Piazza di Sant'Andrea della Valle"", '00186 Roma Lazio', 'Italia']",,4adcdac6f964a520035321e3,Panthéon
12,Louis Vuitton,Boutique,Piazza di San Lorenzo in Lucina 41,,41.9038492,12.4788223,"[{'label': 'display', 'lat': 41.9038492, 'lng': 12.4788223}]",605,00186,IT,Roma,Lazio,Italia,"['Piazza di San Lorenzo in Lucina 41', '00186 Roma Lazio', 'Italia']",,4f218a1be4b0b69d78a4f6ff,Panthéon
13,Piazza del Campidoglio,Plaza,Piazza del Campidoglio,,41.89332137812433,12.482955747846482,"[{'label': 'display', 'lat': 41.89332137812433, 'lng': 12.482955747846482}]",777,00186,IT,Roma,Lazio,Italia,"['Piazza del Campidoglio', '00186 Roma Lazio', 'Italia']",,4adcdac7f964a5209f5321e3,Panthéon
14,Two Sizes,Dessert Shop,Via del governo vecchio 88,Vicolo della cancelleria,41.89804758670326,12.471558376859273,"[{'label': 'display', 'lat': 41.89804758670326, 'lng': 12.471558376859273}]",441,00186,IT,Roma,Lazio,Italia,"['Via del governo vecchio 88 (Vicolo della cancelleria)', '00186 Roma Lazio', 'Italia']",,58da9ead7220e62a2580bb4a,Panthéon
15,Ponte Sant'Angelo,Bridge,Ponte Sant'Angelo,,41.901356317374734,12.466491221097717,"[{'label': 'display', 'lat': 41.901356317374734, 'lng': 12.466491221097717}]",909,00193,IT,Roma,Lazio,Italia,"[""Ponte Sant'Angelo"", '00193 Roma Lazio', 'Italia']",,4adcdac8f964a520f05321e3,Panthéon
16,Foro Romano,Historic Site,Via dei Fori Imperiali,,41.89282428381951,12.485503137107758,,965,00186,IT,Roma,Lazio,Italia,"['Via dei Fori Imperiali', '00186 Roma Lazio', 'Italia']",,4adcdac6f964a520335321e3,Panthéon
17,Bartolucci,Toy / Game Store,"Via dei Pastini, 96-98-99",,41.89982012622285,12.478811776928012,"[{'label': 'display', 'lat': 41.89982012622285, 'lng': 12.478811776928012}]",211,00186,IT,Roma,Lazio,Italia,"['Via dei Pastini, 96-98-99', '00186 Roma Lazio', 'Italia']",,4c869f6174d7b60cc8bba5d8,Panthéon
18,Il Goccetto,Wine Bar,"Via dei Banchi Vecchi, 14",Via delle Carceri,41.8978224266521,12.467379882074916,"[{'label': 'display', 'lat': 41.8978224266521, 'lng': 12.467379882074916}]",788,00186,IT,Roma,Lazio,Italia,"['Via dei Banchi Vecchi, 14 (Via delle Carceri)', '00186 Roma Lazio', 'Italia']",,4c01491cd715c92875d9fce3,Panthéon
19,Foro di Traiano,Historic Site,Piazza Foro Traiano,,41.89472893619501,12.4848713109981,"[{'label': 'display', 'lat': 41.89472893619501, 'lng': 12.4848713109981}]",794,00187,IT,Roma,Lazio,Italia,"['Piazza Foro Traiano', '00187 Roma Lazio', 'Italia']",,4c41fd5c520fa593517ccaac,Panthéon
20,Mimì e Cocò,Wine Bar,"Via del Governo Vecchio, 72",,41.89808329489454,12.471409615464415,"[{'label': 'display', 'lat': 41.89808329489454, 'lng': 12.471409615464415}]",453,00186,IT,Roma,Lazio,Italia,"['Via del Governo Vecchio, 72', '00186 Roma Lazio', 'Italia']",,4e51864dd164978659e7ad5a,Panthéon
21,Castel Sant'Angelo,Castle,Lungotevere Castello,,41.903131463609306,12.466328144073485,"[{'label': 'display', 'lat': 41.903131463609306, 'lng': 12.466328144073485}]",1005,00193,IT,Roma,Lazio,Italia,"['Lungotevere Castello', '00193 Roma Lazio', 'Italia']",,4adcdac6f964a520475321e3,Panthéon
22,Trevi-fontein (Fontana di Trevi),Fountain,Piazza di Trevi,,41.900844313166985,12.483251782820536,"[{'label': 'display', 'lat': 41.900844313166985, 'lng': 12.483251782820536}]",586,00187,IT,Roma,Lazio,Italia,"['Piazza di Trevi', '00187 Roma Lazio', 'Italia']",Trevi,4adcdac6f964a5202b5321e3,Panthéon
23,Zuil van Trajanus (Colonna Traiana),Monument / Landmark,Piazza Foro Traiano,,41.895816378556574,12.48427614569664,"[{'label': 'display', 'lat': 41.895816378556574, 'lng': 12.48427614569664}]",690,00187,IT,Roma,Lazio,Italia,"['Piazza Foro Traiano', '00187 Roma Lazio', 'Italia']",Monti,4adcdac9f964a520ff5321e3,Panthéon
24,Templio de Antonino e Faustina,Temple,Foro Romano,,41.89217881581378,12.486694157123566,"[{'label': 'display', 'lat': 41.89217881581378, 'lng': 12.486694157123566}]",1086,,IT,Roma,Lazio,Italia,"['Foro Romano', 'Roma Lazio', 'Italia']",,4f672748e4b03aa48f894aca,Panthéon
25,Roscioli CAFFè - pasticceria,Café,"Piazza Benedetto Cairoli, 16",,41.894206258050566,12.474553676709009,"[{'label': 'display', 'lat': 41.894206258050566, 'lng': 12.474553676709009}]",525,00186,IT,Roma,Lazio,Italia,"['Piazza Benedetto Cairoli, 16', '00186 Roma Lazio', 'Italia']",,569ce053498e49ebb4008aa8,Panthéon
26,Baguetteria Del Fico,Sandwich Place,"Via della Fossa, 12",,41.89915,12.47074,"[{'label': 'display', 'lat': 41.89915, 'lng': 12.47074}]",508,00186,IT,Roma,Lazio,Italia,"['Via della Fossa, 12', '00186 Roma Lazio', 'Italia']",Parione,50be6475e4b018b4ed9a01b5,Panthéon
27,Gelateria del Teatro,Ice Cream Shop,"Via dei Coronari, 65",Via di San Simone 70,41.900463,12.469451,"[{'label': 'display', 'lat': 41.900463, 'lng': 12.469451}]",645,00186,IT,Roma,Lazio,Italia,"['Via dei Coronari, 65 (Via di San Simone 70)', '00186 Roma Lazio', 'Italia']",,4b4e3495f964a52035e526e3,Panthéon
28,Foro di Cesare,Historic Site,Via dei Fori Imperiali,,41.894128094003264,12.485232435795742,"[{'label': 'display', 'lat': 41.894128094003264, 'lng': 12.485232435795742}]",856,00187,IT,Roma,Lazio,Italia,"['Via dei Fori Imperiali', '00187 Roma Lazio', 'Italia']",,4e2859d5ae60078b2fca37e1,Panthéon
29,Fontana del Moro,Fountain,Piazza Navona,,41.8980612615042,12.473235634793305,"[{'label': 'display', 'lat': 41.8980612615042, 'lng': 12.473235634793305}]",304,00186,IT,Roma,Lazio,Italia,"['Piazza Navona', '00186 Roma Lazio', 'Italia']",,4adcdac9f964a520f95321e3,Panthéon
30,Piazza di Pietra,Plaza,Piazza Di Pietra,Via de Pastini,41.900053374587394,12.479294207804463,"[{'label': 'display', 'lat': 41.900053374587394, 'lng': 12.479294207804463}]",259,00186,IT,Roma,Lazio,Italia,"['Piazza Di Pietra (Via de Pastini)', '00186 Roma Lazio', 'Italia']",,4c138d5bb7b9c9286daca937,Panthéon
31,Farnese Gardens,Garden,,,41.88992784710109,12.485715927194587,"[{'label': 'display', 'lat': 41.88992784710109, 'lng': 12.485715927194587}]",1215,,IT,Roma,Lazio,Italia,"['Roma Lazio', 'Italia']",,50801134e4b01136c1c5a38c,Panthéon
32,Chiostro del Bramante,Art Museum,"Arco della Pace, 5",Via della Pace,41.9001004374591,12.471533898156158,"[{'label': 'display', 'lat': 41.9001004374591, 'lng': 12.471533898156158}]",469,00186,IT,Roma,Lazio,Italia,"['Arco della Pace, 5 (Via della Pace)', '00186 Roma Lazio', 'Italia']",,4adcdacaf964a520895421e3,Panthéon
33,Colonna di Marco Aurelio,Monument / Landmark,Piazza Colonna,,41.90093027400436,12.480185023524555,"[{'label': 'display', 'lat': 41.90093027400436, 'lng': 12.480185023524555}]",378,00187,IT,Roma,Lazio,Italia,"['Piazza Colonna', '00187 Roma Lazio', 'Italia']",Colonna,4adcdac6f964a5203a5321e3,Panthéon
34,La Romana,Ice Cream Shop,"Via Cola Di Rienzo, 2",,41.909174,12.470601,"[{'label': 'display', 'lat': 41.909174, 'lng': 12.470601}]",1283,00193,IT,Roma,Lazio,Italia,"['Via Cola Di Rienzo, 2', '00193 Roma Lazio', 'Italia']",,55859646498ee5701031b5c7,Panthéon
35,Venchi Cioccogelateria,Ice Cream Shop,Via della Croce 26/26,,41.9063173665377,12.480129222603694,"[{'label': 'display', 'lat': 41.9063173665377, 'lng': 12.480129222603694}]",899,00187,IT,Roma,Lazio,Italia,"['Via della Croce 26/26', '00187 Roma Lazio', 'Italia']",,4df3880c7d8b18e1722f3125,Panthéon
36,Tempio del Divo Romolo,Temple,Foro Romano,,41.8918633453399,12.487125992774962,"[{'label': 'display', 'lat': 41.8918633453399, 'lng': 12.487125992774962}]",1136,,IT,Roma,Lazio,Italia,"['Foro Romano', 'Roma Lazio', 'Italia']",,4e92cba98231bf0d178c6e8d,Panthéon
37,Albergo Del Senato,Hotel,,,41.899185603061476,12.476947545598017,"[{'label': 'display', 'lat': 41.899185603061476, 'lng': 12.476947545598017}]",64,,IT,Roma,Lazio,Italia,"['Roma Lazio', 'Italia']",Sant'Eustachio,4c0236e19a7920a1a12ace79,Panthéon
38,Tazza d'Oro,Coffee Shop,"Via degli Orfani, 84",,41.89943500478219,12.477359207618287,"[{'label': 'display', 'lat': 41.89943500478219, 'lng': 12.477359207618287}]",101,00186,IT,Roma,Lazio,Italia,"['Via degli Orfani, 84', '00186 Roma Lazio', 'Italia']",Sant'Eustachio,4adcdac4f964a5208a5221e3,Panthéon
39,Obelisco Flaminio,Monument / Landmark,Piazza del Popolo,,41.91075083324522,12.476385007103985,"[{'label': 'display', 'lat': 41.91075083324522, 'lng': 12.476385007103985}]",1351,,IT,Roma,Lazio,Italia,"['Piazza del Popolo', 'Roma Lazio', 'Italia']",Campo Marzio,4e9474c2775b564ca3221e61,Panthéon
40,Roscioli,Gourmet Shop,"Via Dei Giubbonari, 21",,41.89425,12.47431,"[{'label': 'display', 'lat': 41.89425, 'lng': 12.47431}]",529,00186,IT,Roma,Lazio,Italia,"['Via Dei Giubbonari, 21', '00186 Roma Lazio', 'Italia']",Sant'Eustachio,4dc3e01d922e0c63b7341c76,Panthéon
41,Mercati di Traiano - Museo dei Fori Imperiali,History Museum,"Via IV Novembre, 94",,41.8962879734008,12.485972954465614,"[{'label': 'display', 'lat': 41.8962879734008, 'lng': 12.485972954465614}]",800,00187,IT,Roma,Lazio,Italia,"['Via IV Novembre, 94', '00187 Roma Lazio', 'Italia']",,4e81b3936c2587afae481a48,Panthéon
42,Portico d'Ottavia,Historic Site,Via del Portico d'Ottavia,,41.89238205192686,12.4784995472442,"[{'label': 'display', 'lat': 41.89238205192686, 'lng': 12.4784995472442}]",707,00186,IT,Roma,Lazio,Italia,"[""Via del Portico d'Ottavia"", '00186 Roma Lazio', 'Italia']",,4adcdac8f964a520db5321e3,Panthéon
43,Fiocco Di Neve at the Pantheon,Ice Cream Shop,Via del Pantheon 51,,41.89988462037772,12.476702018879315,"[{'label': 'display', 'lat': 41.89988462037772, 'lng': 12.476702018879315}]",141,00186,IT,Roma,Lazio,Italia,"['Via del Pantheon 51', '00186 Roma Lazio', 'Italia']",,4bd842eae914a5935ac352fa,Panthéon
44,Terrazza del Pincio,Plaza,Piazzale Napoleone I,,41.9112039954345,12.479159832000732,"[{'label': 'display', 'lat': 41.9112039954345, 'lng': 12.479159832000732}]",1414,,IT,Roma,Lazio,Italia,"['Piazzale Napoleone I', 'Roma Lazio', 'Italia']",,4ca722cdb7106dcb97a664a5,Panthéon
45,La Prosciutteria,Italian Restaurant,"Via della Scala, 71",,41.890663353051025,12.468548293973516,"[{'label': 'display', 'lat': 41.890663353051025, 'lng': 12.468548293973516}]",1120,,IT,Roma,Lazio,Italia,"['Via della Scala, 71', 'Roma Lazio', 'Italia']",,54a9304f498e51ca1dbd9ee7,Panthéon
46,Terrazza delle Quadrighe,Scenic Lookout,Piazza Venezia,,41.894345941422216,12.483335689583733,"[{'label': 'display', 'lat': 41.894345941422216, 'lng': 12.483335689583733}]",718,00186,IT,Roma,Lazio,Italia,"['Piazza Venezia', '00186 Roma Lazio', 'Italia']",,4f0c212be4b020a8d94f991b,Panthéon
47,Piazza di Spagna,Plaza,Piazza di Spagna,,41.9060459968911,12.482056617736816,"[{'label': 'display', 'lat': 41.9060459968911, 'lng': 12.482056617736816}]",933,00187,IT,Roma,Lazio,Italia,"['Piazza di Spagna', '00187 Roma Lazio', 'Italia']",Campo Marzio,4adcdac6f964a520295321e3,Panthéon
48,My Ale,Sandwich Place,Via dei Cappellari 79,,41.89686794616527,12.46989976946625,"[{'label': 'display', 'lat': 41.89686794616527, 'lng': 12.46989976946625}]",606,00186,IT,Roma,Lazio,Italia,"['Via dei Cappellari 79', '00186 Roma Lazio', 'Italia']",,5377a1e5498eda27e043a8e7,Panthéon
49,Hotel de Russie,Hotel,Via del Babuino 9,,41.91012621746897,12.477775107588972,"[{'label': 'display', 'lat': 41.91012621746897, 'lng': 12.477775107588972}]",1283,00187,IT,Roma,Lazio,Italia,"['Via del Babuino 9', '00187 Roma Lazio', 'Italia']",,4adcdac1f964a520ce5121e3,Panthéon
50,Fontana del Nettuno,Fountain,Piazza Navona,,41.899729589074305,12.473060601200002,"[{'label': 'display', 'lat': 41.899729589074305, 'lng': 12.473060601200002}]",336,00186,IT,Roma,Lazio,Italia,"['Piazza Navona', '00186 Roma Lazio', 'Italia']",,4adcdac9f964a520065421e3,Panthéon
51,Giardino degli Aranci,Garden,Piazza Pietro d'Illaria,,41.88520615570125,12.480141520500181,"[{'label': 'display', 'lat': 41.88520615570125, 'lng': 12.480141520500181}]",1517,00153,IT,Roma,Lazio,Italia,"[""Piazza Pietro d'Illaria"", '00153 Roma Lazio', 'Italia']",,4c0a74e9a1b32d7fe64d99f0,Panthéon
52,La Prosciutteria,Italian Restaurant,"Via Della Panetteria, 34",,41.90188821230828,12.484467183172217,"[{'label': 'display', 'lat': 41.90188821230828, 'lng': 12.484467183172217}]",729,,IT,Roma,Lazio,Italia,"['Via Della Panetteria, 34', 'Roma Lazio', 'Italia']",Trevi,52fa76ba498ebc45669803ce,Panthéon
53,Trapizzino Trilussa,Sandwich Place,46 Piazza Trilussa,,41.89164109701531,12.470058018151445,"[{'label': 'display', 'lat': 41.89164109701531, 'lng': 12.470058018151445}]",958,00153,IT,Roma,Lazio,Italia,"['46 Piazza Trilussa', '00153 Roma Lazio', 'Italia']",,59d07a95dee77042f8861b9a,Panthéon
54,Campo de' Fiori,Plaza,Campo de' Fiori,,41.895702283600706,12.4720196946437,"[{'label': 'display', 'lat': 41.895702283600706, 'lng': 12.4720196946437}]",514,00186,IT,Roma,Lazio,Italia,"[""Campo de' Fiori"", '00186 Roma Lazio', 'Italia']",,4adcdac8f964a520e55321e3,Panthéon
55,Zuma Roma,Japanese Restaurant,"Via della Fontanella di Borghese, 48,",,41.90462399361811,12.478445931681245,"[{'label': 'display', 'lat': 41.90462399361811, 'lng': 12.478445931681245}]",682,00186,IT,Roma,Lazio,Italia,"['Via della Fontanella di Borghese, 48,', '00186 Roma Lazio', 'Italia']",,57123127498ea9ddf6846517,Panthéon
56,Giolitti,Ice Cream Shop,"Via degli Uffici del Vicario, 40",,41.90110820957347,12.477202186270606,"[{'label': 'display', 'lat': 41.90110820957347, 'lng': 12.477202186270606}]",279,00186,IT,Roma,Lazio,Italia,"['Via degli Uffici del Vicario, 40', '00186 Roma Lazio', 'Italia']",Sant'Eustachio,4adcdac2f964a520025221e3,Panthéon
57,Palazzo Venezia,Monument / Landmark,3 Piazza Venezia,,41.895965,12.481852,"[{'label': 'display', 'lat': 41.895965, 'lng': 12.481852}]",509,00187,IT,Roma,Lazio,Italia,"['3 Piazza Venezia', '00187 Roma Lazio', 'Italia']",,4adcdac7f964a520b45321e3,Panthéon
58,Palazzo Altemps,Art Museum,"Piazza di Sant'Apollinare, 46",,41.90076984019772,12.473156392850095,"[{'label': 'display', 'lat': 41.90076984019772, 'lng': 12.473156392850095}]",387,00186,IT,Roma,Lazio,Italia,"[""Piazza di Sant'Apollinare, 46"", '00186 Roma Lazio', 'Italia']",,4adcdacaf964a5207b5421e3,Panthéon
59,Colosseo,Historic Site,Piazza del Colosseo,Via dei Fori Imperiali,41.89063339494293,12.492377758026123,"[{'label': 'display', 'lat': 41.89063339494293, 'lng': 12.492377758026123}]",1564,00184,IT,Roma,Lazio,Italia,"['Piazza del Colosseo (Via dei Fori Imperiali)', '00184 Roma Lazio', 'Italia']",,4adcdac6f964a520355321e3,Panthéon
60,Antico Forno Roscioli,Bakery,Via dei Chiavari 34,,41.894624313352836,12.474326707965298,"[{'label': 'display', 'lat': 41.894624313352836, 'lng': 12.474326707965298}]",490,00186,IT,Roma,Lazio,Italia,"['Via dei Chiavari 34', '00186 Roma Lazio', 'Italia']",,4bdeba5fffdec9283a5de9a1,Panthéon
61,Largo di Torre Argentina,Plaza,Largo di Torre Argentina,,41.895797054670886,12.476851876633738,"[{'label': 'display', 'lat': 41.895797054670886, 'lng': 12.476851876633738}]",313,00186,IT,Roma,Lazio,Italia,"['Largo di Torre Argentina', '00186 Roma Lazio', 'Italia']",,4adcdac9f964a520365421e3,Panthéon
62,Sala Del Perseo,Museum,,,41.902905,12.466359,"[{'label': 'display', 'lat': 41.902905, 'lng': 12.466359}]",990,00193,IT,Roma,Lazio,Italia,"['00193 Roma Lazio', 'Italia']",,58ff5fa0b9ac3810e9f4b344,Panthéon
63,Terrazza del Gianicolo,Scenic Lookout,Piazzale Giuseppe Garibaldi,,41.89155637967782,12.461348446833272,"[{'label': 'display', 'lat': 41.89155637967782, 'lng': 12.461348446833272}]",1504,00165,IT,Roma,Lazio,Italia,"['Piazzale Giuseppe Garibaldi', '00165 Roma Lazio', 'Italia']",,4c557ad3fd2ea593e1a7cd2b,Panthéon
64,Barnum Cafè,Café,Via del Pellegrino 87,,41.897079,12.469898,"[{'label': 'display', 'lat': 41.897079, 'lng': 12.469898}]",599,00186,IT,Roma,Lazio,Italia,"['Via del Pellegrino 87', '00186 Roma Lazio', 'Italia']",Regola,4bbb84013de8c9b6f0d899ad,Panthéon
65,Cantina e Cucina,Italian Restaurant,"Via Del Governo Vecchio, 87",,41.8980017968182,12.471656830324028,"[{'label': 'display', 'lat': 41.8980017968182, 'lng': 12.471656830324028}]",434,00186,IT,Roma,Lazio,Italia,"['Via Del Governo Vecchio, 87', '00186 Roma Lazio', 'Italia']",Parione,4d84a28b8de9721e0fa23451,Panthéon
66,Salotto 42,Lounge,"Piazza di Pietra, 42",,41.900048515738646,12.479425482842286,"[{'label': 'display', 'lat': 41.900048515738646, 'lng': 12.479425482842286}]",267,00186,IT,Roma,Lazio,Italia,"['Piazza di Pietra, 42', '00186 Roma Lazio', 'Italia']",,4bdb27ecc79cc928e56681e9,Panthéon
67,Piazza di Santa Maria in Trastevere,Plaza,Piazza di Santa Maria in Trastevere,,41.889518,12.470252,"[{'label': 'display', 'lat': 41.889518, 'lng': 12.470252}]",1150,00153,IT,Roma,Lazio,Italia,"['Piazza di Santa Maria in Trastevere', '00153 Roma Lazio', 'Italia']",Trastevere,4ea9dbd0775bf08569518ffe,Panthéon
68,Obelisco Vaticano,Monument / Landmark,Piazza San Pietro,,41.90223312173371,12.45726227760315,"[{'label': 'display', 'lat': 41.90223312173371, 'lng': 12.45726227760315}]",1670,00120,VA,Vatican,,Vatican,"['Piazza San Pietro', '00120 Vatican City', 'Vatican']",Città del Vaticano,4adcdac8f964a520c85321e3,Panthéon
69,Palatino,Historic Site,Via San Gregorio 30,,41.88823370053188,12.487209141254423,"[{'label': 'display', 'lat': 41.88823370053188, 'lng': 12.487209141254423}]",1440,00184,IT,Roma,Lazio,Italia,"['Via San Gregorio 30', '00184 Roma Lazio', 'Italia']",,4bffa730daf9c9b61579faef,Panthéon
70,Piazza San Pietro,Plaza,Piazza San Pietro,,41.902225136415936,12.457026243209839,"[{'label': 'display', 'lat': 41.902225136415936, 'lng': 12.457026243209839}]",1689,00120,VA,Vatican,,Vatican,"['Piazza San Pietro', '00120 Vatican City', 'Vatican']",Città del Vaticano,4adcdac7f964a520735321e3,Panthéon
71,San Marcello al Corso,Church,Piazza di San Marcello 5,,41.89859386692398,12.481445831084763,"[{'label': 'display', 'lat': 41.89859386692398, 'lng': 12.481445831084763}]",382,00187,IT,Roma,Lazio,Italia,"['Piazza di San Marcello 5', '00187 Roma Lazio', 'Italia']",,4bf4885d13a6b713f8385d33,Panthéon
72,Le LEVAIN,Breakfast Spot,Via Luigi Santini 22,,41.88710363088132,12.468741766027662,"[{'label': 'display', 'lat': 41.88710363088132, 'lng': 12.468741766027662}]",1446,00153,IT,Roma,Lazio,Italia,"['Via Luigi Santini 22', '00153 Roma Lazio', 'Italia']",,54aed694498e1f1081af78ad,Panthéon
73,Basilica di Santa Maria Maggiore,Church,Piazza di Santa Maria Maggiore,,41.897629420367046,12.498428821563719,"[{'label': 'display', 'lat': 41.897629420367046, 'lng': 12.498428821563719}]",1792,00184,IT,Roma,Lazio,Italia,"['Piazza di Santa Maria Maggiore', '00184 Roma Lazio', 'Italia']",,4c1df65ffcf8c9b6fb8bac0b,Panthéon
74,Basilica di Santa Maria in Trastevere,Church,Piazza di Santa Maria in Trastevere,,41.889414,12.469551,"[{'label': 'display', 'lat': 41.889414, 'lng': 12.469551}]",1188,00153,IT,Roma,Lazio,Italia,"['Piazza di Santa Maria in Trastevere', '00153 Roma Lazio', 'Italia']",,4adcdac6f964a5200e5321e3,Panthéon
75,Piazza del Popolo,Plaza,Piazza del Popolo,,41.91068300860548,12.476342493364426,"[{'label': 'display', 'lat': 41.91068300860548, 'lng': 12.476342493364426}]",1343,00187,IT,Roma,Lazio,Italia,"['Piazza del Popolo', '00187 Roma Lazio', 'Italia']",,4adcdac7f964a520935321e3,Panthéon
76,Panino Divino,Sandwich Place,Via dei Gracchi 11a,Via Ottaviano,41.906839,12.458221,"[{'label': 'display', 'lat': 41.906839, 'lng': 12.458221}]",1793,00192,IT,Roma,Lazio,Italia,"['Via dei Gracchi 11a (Via Ottaviano)', '00192 Roma Lazio', 'Italia']",,519cadbc498ed52c32ea3fff,Panthéon
77,Villa Borghese,Park,Piazzale Flaminio,,41.914653074615394,12.483644485473633,"[{'label': 'display', 'lat': 41.914653074615394, 'lng': 12.483644485473633}]",1872,00196,IT,Roma,Lazio,Italia,"['Piazzale Flaminio', '00196 Roma Lazio', 'Italia']",,4adcdac6f964a5203c5321e3,Panthéon
78,Arco di Tito,Monument / Landmark,Via Sacra,,41.89064936847651,12.488536834716797,,1314,00186,IT,Roma,Lazio,Italia,"['Via Sacra', '00186 Roma Lazio', 'Italia']",Campitelli,4c5be145857ca593ab7fc8cb,Panthéon
79,Emma,Pizza Place,"Via del Monte della Farina, 28/29",at Via di Sant'Anna,41.89475814792712,12.475082357778922,"[{'label': 'display', 'lat': 41.89475814792712, 'lng': 12.475082357778922}]",453,00186,IT,Roma,Lazio,Italia,"[""Via del Monte della Farina, 28/29 (at Via di Sant'Anna)"", '00186 Roma Lazio', 'Italia']",,5388df60498e1afc163697b8,Panthéon
80,Teatro di Marcello,Historic Site,"Piazza Monte Savello, 30",,41.891931,12.479798,"[{'label': 'display', 'lat': 41.891931, 'lng': 12.479798}]",783,00186,IT,Roma,Lazio,Italia,"['Piazza Monte Savello, 30', '00186 Roma Lazio', 'Italia']",,4adcdac6f964a5203d5321e3,Panthéon
81,Pompi,Dessert Shop,Via della Croce 82,,41.90641833068196,12.480571319300683,"[{'label': 'display', 'lat': 41.90641833068196, 'lng': 12.480571319300683}]",922,00187,IT,Roma,Lazio,Italia,"['Via della Croce 82', '00187 Roma Lazio', 'Italia']",,4eef417c93add02fce2d708c,Panthéon
82,Cremilla,Ice Cream Shop,Via di Porta Castello 39,,41.904209457176435,12.463329434394835,"[{'label': 'display', 'lat': 41.904209457176435, 'lng': 12.463329434394835}]",1280,,IT,Roma,Lazio,Italia,"['Via di Porta Castello 39', 'Roma Lazio', 'Italia']",,5b5cb6d3625a66002c2fc67a,Panthéon
