,name,categories,address,crossStreet,lat,lng,labeledLatLngs,distance,postalCode,cc,city,state,country,formattedAddress,neighborhood,id,point name
29,CMG Sports Club One Saint-Lazare,Gym / Fitness Center,11-13 rue Boursault,,48.88317466053196,2.320217720595173,"[{'label': 'display', 'lat': 48.88317466053196, 'lng': 2.320217720595173}]",1717,75017,FR,Paris,Île-de-France,France,"['11-13 rue Boursault', '75017 Paris', 'France']",,5719271b498e465e2d6525fa,Sacré-Cœur
30,Canal Saint-Martin,Canal,Quai de Valmy,Quai de Jemmapes,48.87167500046913,2.3654511998591077,,2352,75010,FR,Paris,Île-de-France,France,"['Quai de Valmy (Quai de Jemmapes)', '75010 Paris', 'France']",,4b62faecf964a520ff5b2ae3,Sacré-Cœur
31,Jardin du Palais Royal,Garden,Palais Royal,,48.86494061245833,2.3377275466918945,"[{'label': 'display', 'lat': 48.86494061245833, 'lng': 2.3377275466918945}]",2464,75001,FR,Paris,Île-de-France,France,"['Palais Royal', '75001 Paris', 'France']",,4ba8b650f964a520f5e839e3,Sacré-Cœur
32,L'Olympia,Concert Hall,28 boulevard des Capucines,,48.870212,2.328331,"[{'label': 'display', 'lat': 48.870212, 'lng': 2.328331}]",2137,75009,FR,Paris,Île-de-France,France,"['28 boulevard des Capucines', '75009 Paris', 'France']",,4adcda15f964a520c53721e3,Sacré-Cœur
33,Place Vendôme,Plaza,Place Vendôme,,48.86779769319868,2.3297411847276526,"[{'label': 'display', 'lat': 48.86779769319868, 'lng': 2.3297411847276526}]",2328,75001,FR,Paris,Île-de-France,France,"['Place Vendôme', '75001 Paris', 'France']",,4adcda09f964a5200e3421e3,Sacré-Cœur
34,CopperBay,Cocktail Bar,5 rue Bouchardon,,48.869828541386525,2.357344943460087,"[{'label': 'display', 'lat': 48.869828541386525, 'lng': 2.357344943460087}]",2161,75010,FR,Paris,Île-de-France,France,"['5 rue Bouchardon', '75010 Paris', 'France']",,5415ae4f498e9aee38f6a39e,Sacré-Cœur
35,Hôtel de Crillon,Hotel,10 place de la Concorde,,48.867329626506944,2.321140766143799,"[{'label': 'display', 'lat': 48.867329626506944, 'lng': 2.321140766143799}]",2695,75008,FR,Paris,Île-de-France,France,"['10 place de la Concorde', '75008 Paris', 'France']",,539788f1498e4e052ed81c7b,Sacré-Cœur
36,Parc Monceau,Park,35-41 boulevard de Courcelles,Avenue Ferdousi,48.87958041734081,2.3091804903585342,"[{'label': 'display', 'lat': 48.87958041734081, 'lng': 2.3091804903585342}]",2604,75008,FR,Paris,Île-de-France,France,"['35-41 boulevard de Courcelles (Avenue Ferdousi)', '75008 Paris', 'France']",,4adcda09f964a5200d3421e3,Sacré-Cœur
37,Holybelly 5,Breakfast Spot,5 rue Lucien Sampaix,,48.87105,2.359804,"[{'label': 'display', 'lat': 48.87105, 'lng': 2.359804}]",2141,75010,FR,Paris,Île-de-France,France,"['5 rue Lucien Sampaix', '75010 Paris', 'France']",,5947cb5065cdf86790d0155f,Sacré-Cœur
38,Monoprix,Supermarket,164 rue du Temple,,48.866149910688705,2.3615482449531555,"[{'label': 'display', 'lat': 48.866149910688705, 'lng': 2.3615482449531555}]",2669,75003,FR,Paris,Île-de-France,France,"['164 rue du Temple', '75003 Paris', 'France']",,4af5aeaaf964a5203cfb21e3,Sacré-Cœur
39,Pâtisserie Boulangerie Liberté,Bakery,39 rue des Vinaigriers,Rue Lucien Sampaix,48.87307937807167,2.3615536093711853,"[{'label': 'display', 'lat': 48.87307937807167, 'lng': 2.3615536093711853}]",2043,75010,FR,Paris,Île-de-France,France,"['39 rue des Vinaigriers (Rue Lucien Sampaix)', '75010 Paris', 'France']",,529a070211d2dd104e654b40,Sacré-Cœur
40,Le Bristol,Hotel,112 rue du Faubourg Saint-Honoré,,48.871804266610006,2.314902422735974,"[{'label': 'display', 'lat': 48.871804266610006, 'lng': 2.314902422735974}]",2650,75008,FR,Paris,Île-de-France,France,"['112 rue du Faubourg Saint-Honoré', '75008 Paris', 'France']",,4adcda00f964a520e13021e3,Sacré-Cœur
41,Jardin des Tuileries,Garden,Rue de Rivoli,Quai des Tuileries,48.863641957269515,2.326483726501465,"[{'label': 'display', 'lat': 48.863641957269515, 'lng': 2.326483726501465}]",2848,75001,FR,Paris,Île-de-France,France,"['Rue de Rivoli (Quai des Tuileries)', '75001 Paris', 'France']",Tuilerie,4b30f9bbf964a5208ffd24e3,Sacré-Cœur
42,Parc des Buttes-Chaumont,Park,Rue Botzaris,Rue de Crimée,48.87987272502814,2.382016181945801,"[{'label': 'display', 'lat': 48.87987272502814, 'lng': 2.382016181945801}]",2957,75019,FR,Paris,Île-de-France,France,"['Rue Botzaris (Rue de Crimée)', '75019 Paris', 'France']","Buttes-Chaumont, Paris",4adcda09f964a520113421e3,Sacré-Cœur
43,Galerie Vivienne,Historic Site,Galerie Vivienne,,48.86673055550591,2.339799701984434,"[{'label': 'display', 'lat': 48.86673055550591, 'lng': 2.339799701984434}]",2247,75002,FR,Paris,Île-de-France,France,"['Galerie Vivienne', '75002 Paris', 'France']",Vivienne,4b095936f964a5200a1623e3,Sacré-Cœur
44,La Gaîté Lyrique,Concert Hall,3 bis rue Papin,Boulevard de Sébastopol,48.86667327655077,2.3534345626831055,"[{'label': 'display', 'lat': 48.86667327655077, 'lng': 2.3534345626831055}]",2367,75003,FR,Paris,Île-de-France,France,"['3 bis rue Papin (Boulevard de Sébastopol)', '75003 Paris', 'France']",,4bac75f4f964a5201df63ae3,Sacré-Cœur
45,Hôtel Mandarin Oriental,Hotel,251 rue Saint-Honoré,,48.86698662076993,2.327178418636322,"[{'label': 'display', 'lat': 48.86698662076993, 'lng': 2.327178418636322}]",2492,75001,FR,Paris,Île-de-France,France,"['251 rue Saint-Honoré', '75001 Paris', 'France']",,4d61286a1ee8721e010db321,Sacré-Cœur
46,Mmmozza,Sandwich Place,57 rue de Bretagne,,48.86391016055883,2.360590696334839,"[{'label': 'display', 'lat': 48.86391016055883, 'lng': 2.360590696334839}]",2855,75003,FR,Paris,Île-de-France,France,"['57 rue de Bretagne', '75003 Paris', 'France']",,4d974096a2c654814aa6d353,Sacré-Cœur
47,CHANEL,Boutique,31 rue Cambon,Rue Des Capucines,48.86818882792764,2.3266343030758208,"[{'label': 'display', 'lat': 48.86818882792764, 'lng': 2.3266343030758208}]",2394,75001,FR,Paris,Île-de-France,France,"['31 rue Cambon (Rue Des Capucines)', '75001 Paris', 'France']",,4adcda1df964a5202a3921e3,Sacré-Cœur
48,Palais Royal,Historic Site,Place du Palais Royal,,48.86323576771446,2.3371267318725586,"[{'label': 'display', 'lat': 48.86323576771446, 'lng': 2.3371267318725586}]",2658,75001,FR,Paris,Île-de-France,France,"['Place du Palais Royal', '75001 Paris', 'France']",,4adcda09f964a520ed3321e3,Sacré-Cœur
49,Siseng,Asian Restaurant,82 quai de Jemmapes,,48.872217,2.365049,"[{'label': 'display', 'lat': 48.872217, 'lng': 2.365049}]",2288,75010,FR,Paris,Île-de-France,France,"['82 quai de Jemmapes', '75010 Paris', 'France']",,548ecb1b498eecad73397311,Sacré-Cœur
50,Partisan,Coffee Shop,36 rue de Turbigo,,48.86475435958546,2.3530692174680863,"[{'label': 'display', 'lat': 48.86475435958546, 'lng': 2.3530692174680863}]",2562,75003,FR,Paris,Île-de-France,France,"['36 rue de Turbigo', '75003 Paris', 'France']",,5ae44cf7dd8442002cc065ca,Sacré-Cœur
51,Cour Carrée du Louvre,Pedestrian Plaza,Rue de Rivoli,Place du Louvre,48.8603598795578,2.3385429382324214,"[{'label': 'display', 'lat': 48.8603598795578, 'lng': 2.3385429382324214}]",2962,75001,FR,Paris,Île-de-France,France,"['Rue de Rivoli (Place du Louvre)', '75001 Paris', 'France']",,4c079d740ed3c928b6be797d,Sacré-Cœur
52,Musée du Louvre,Art Museum,Rue de Rivoli,Place du Carrousel,48.86084691113991,2.336440086364746,"[{'label': 'display', 'lat': 48.86084691113991, 'lng': 2.336440086364746}]",2929,75001,FR,Paris,Île-de-France,France,"['Rue de Rivoli (Place du Carrousel)', '75001 Paris', 'France']",Le Louvre,4adcda10f964a520af3521e3,Sacré-Cœur
53,Le Barav,Wine Bar,6 rue Charles-François Dupuis,Rue de la Corderie,48.86516646209463,2.363154888153076,"[{'label': 'display', 'lat': 48.86516646209463, 'lng': 2.363154888153076}]",2824,75003,FR,Paris,Île-de-France,France,"['6 rue Charles-François Dupuis (Rue de la Corderie)', '75003 Paris', 'France']",,4b68a117f964a520c8832be3,Sacré-Cœur
54,Renaissance Paris Republique Hotel,Hotel,40 rue René Boulanger,,48.86850141509405,2.3609098639826698,"[{'label': 'display', 'lat': 48.86850141509405, 'lng': 2.3609098639826698}]",2422,75010,FR,Paris,Île-de-France,France,"['40 rue René Boulanger', '75010 Paris', 'France']",,570366cb498ebe9c014e815e,Sacré-Cœur
55,0fr.,Bookstore,20 rue Dupetit-Thouars,,48.86574636171658,2.361235606513219,"[{'label': 'display', 'lat': 48.86574636171658, 'lng': 2.361235606513219}]",2697,75003,FR,Paris,Île-de-France,France,"['20 rue Dupetit-Thouars', '75003 Paris', 'France']",,4b61e549f964a520cd292ae3,Sacré-Cœur
56,Laïzé 來座 (Laïzé),Bubble Tea Shop,19 rue de Montmorency,,48.86307722773456,2.355072994853153,"[{'label': 'display', 'lat': 48.86307722773456, 'lng': 2.355072994853153}]",2785,75003,FR,Paris,Île-de-France,France,"['19 rue de Montmorency', '75003 Paris', 'France']",Rambuteau,5a8c1166e1f22874f4fc9714,Sacré-Cœur
57,Place des Victoires,Plaza,Place des Victoires,,48.865759373109775,2.341219220887502,"[{'label': 'display', 'lat': 48.865759373109775, 'lng': 2.341219220887502}]",2346,75002,FR,Paris,Île-de-France,France,"['Place des Victoires', '75002 Paris', 'France']",,4b408661f964a520bbb825e3,Sacré-Cœur
58,Place de la Concorde,Plaza,Place de la Concorde,,48.8655899274154,2.321215867996216,"[{'label': 'display', 'lat': 48.8655899274154, 'lng': 2.321215867996216}]",2850,75008,FR,Paris,Île-de-France,France,"['Place de la Concorde', '75008 Paris', 'France']",,4adcda09f964a520f73321e3,Sacré-Cœur
59,La Vénus de Milo (Vénus de Milo),Exhibit,Musée du Louvre,"Aile Sully, rdc, salle 346",48.859943428504316,2.3372340202331543,"[{'label': 'display', 'lat': 48.859943428504316, 'lng': 2.3372340202331543}]",3020,75001,FR,Paris,Île-de-France,France,"['Musée du Louvre (Aile Sully, rdc, salle 346)', '75001 Paris', 'France']","Louvre, Paris",5864efb745c3ed1e7d88e96d,Sacré-Cœur
60,Librairie Galignani,Bookstore,224 rue de Rivoli,,48.864989,2.32857,"[{'label': 'display', 'lat': 48.864989, 'lng': 2.32857}]",2648,75001,FR,Paris,Île-de-France,France,"['224 rue de Rivoli', '75001 Paris', 'France']",,4b487de3f964a5202d4e26e3,Sacré-Cœur
61,Balagan,Israeli Restaurant,9 rue d'Alger,,48.865432333548,2.3296802389659015,"[{'label': 'display', 'lat': 48.865432333548, 'lng': 2.3296802389659015}]",2571,75001,FR,Paris,Île-de-France,France,"[""9 rue d'Alger"", '75001 Paris', 'France']",,59288f080d173f5887669625,Sacré-Cœur
62,Vestige de la Forteresse du Louvre,Historic Site,Palais du Louvre,,48.86157701632968,2.3335077597365377,"[{'label': 'display', 'lat': 48.86157701632968, 'lng': 2.3335077597365377}]",2893,75001,FR,Paris,Île-de-France,France,"['Palais du Louvre', '75001 Paris', 'France']",,4f6dabf5003944083fe0002e,Sacré-Cœur
63,Musée d'Orsay,Art Museum,1 rue de la Légion d'Honneur,Quai Anatole France,48.85999283813253,2.3263871669769287,"[{'label': 'display', 'lat': 48.85999283813253, 'lng': 2.3263871669769287}]",3223,75007,FR,Paris,Île-de-France,France,"[""1 rue de la Légion d'Honneur (Quai Anatole France)"", '75007 Paris', 'France']",,4adcda10f964a5208b3521e3,Sacré-Cœur
64,Ladurée,Dessert Shop,14 rue Castiglione,,48.86612102985312,2.3284493959564543,"[{'label': 'display', 'lat': 48.86612102985312, 'lng': 2.3284493959564543}]",2537,75001,FR,Paris,Île-de-France,France,"['14 rue Castiglione', '75001 Paris', 'France']",Place Vendôme,50e16cdfe4b0439f0718ba5a,Sacré-Cœur
65,Bar 8,Hotel Bar,251 rue Saint-Honoré,Hôtel Mandarin Oriental,48.8669653,2.3271337,"[{'label': 'display', 'lat': 48.8669653, 'lng': 2.3271337}]",2495,75001,FR,Paris,Île-de-France,France,"['251 rue Saint-Honoré (Hôtel Mandarin Oriental)', '75001 Paris', 'France']",Place Vendôme,4f593369e4b07f0bf5903183,Sacré-Cœur
66,Sanukiya,Udon Restaurant,9 rue d'Argenteuil,,48.86471330060748,2.333805151283741,"[{'label': 'display', 'lat': 48.86471330060748, 'lng': 2.333805151283741}]",2550,75001,FR,Paris,Île-de-France,France,"[""9 rue d'Argenteuil"", '75001 Paris', 'France']",,4f0b706de5e8207020057ed7,Sacré-Cœur
67,Dreamin' Man,Coffee Shop,140 rue Amelot,,48.86528997318334,2.3664861917495728,"[{'label': 'display', 'lat': 48.86528997318334, 'lng': 2.3664861917495728}]",2947,75011,FR,Paris,Île-de-France,France,"['140 rue Amelot', '75011 Paris', 'France']",,5c5ef4381acf11002c9cb8fe,Sacré-Cœur
68,La Trottinette,Italian Restaurant,23 rue de la Fontaine au Roi,,48.86839293676082,2.370568788587122,"[{'label': 'display', 'lat': 48.86839293676082, 'lng': 2.370568788587122}]",2875,75011,FR,Paris,Île-de-France,France,"['23 rue de la Fontaine au Roi', '75011 Paris', 'France']",,4e9dbe058b81791d97d57f9e,Sacré-Cœur
69,Passage du Grand Cerf,Pedestrian Plaza,Passage du Grand Cerf,,48.86476,2.349486,"[{'label': 'display', 'lat': 48.86476, 'lng': 2.349486}]",2499,75002,FR,Paris,Île-de-France,France,"['Passage du Grand Cerf', '75002 Paris', 'France']",,4c457e8d8c1f20a195ce3d99,Sacré-Cœur
70,Musée de l'Orangerie,Art Museum,Jardin des Tuileries,Place de la Concorde,48.86379017505446,2.322664260864258,"[{'label': 'display', 'lat': 48.86379017505446, 'lng': 2.322664260864258}]",2963,75001,FR,Paris,Île-de-France,France,"['Jardin des Tuileries (Place de la Concorde)', '75001 Paris', 'France']",Tuileries,4adcda10f964a520983521e3,Sacré-Cœur
71,Musée Jacquemart-André,Art Museum,158 boulevard Haussmann,,48.87543448596967,2.3105406761169434,"[{'label': 'display', 'lat': 48.87543448596967, 'lng': 2.3105406761169434}]",2693,75008,FR,Paris,Île-de-France,France,"['158 boulevard Haussmann', '75008 Paris', 'France']",,4bbddcf1593fef3b31ea0356,Sacré-Cœur
72,Vantre,Restaurant,"19, rue de la Fontaine au Roi",,48.868455281925904,2.370214462280273,"[{'label': 'display', 'lat': 48.868455281925904, 'lng': 2.370214462280273}]",2852,75011,FR,Paris,Île-de-France,France,"['19, rue de la Fontaine au Roi', '75011 Paris', 'France']",,582d8fbd761b1a6099db6ca5,Sacré-Cœur
73,Glace Bachir,Ice Cream Shop,Rue Rambuteau 58,,48.86172091008543,2.3514014997634534,"[{'label': 'display', 'lat': 48.86172091008543, 'lng': 2.3514014997634534}]",2859,75004,FR,Paris,Île-de-France,France,"['Rue Rambuteau 58', '75004 Paris', 'France']",,58728968d4ab735c99ae0c5e,Sacré-Cœur
74,Grand Palais,Historic Site,3 avenue du Général Eisenhower,Avenue Winston Churchill,48.86611219637595,2.3126220703125,"[{'label': 'display', 'lat': 48.86611219637595, 'lng': 2.3126220703125}]",3202,75008,FR,Paris,Île-de-France,France,"['3 avenue du Général Eisenhower (Avenue Winston Churchill)', '75008 Paris', 'France']",,4c25f508a852c9281ab1e56c,Sacré-Cœur
75,Place du Louvre,Plaza,Place du Louvre,,48.859841,2.340822,"[{'label': 'display', 'lat': 48.859841, 'lng': 2.340822}]",3005,75001,FR,Paris,Île-de-France,France,"['Place du Louvre', '75001 Paris', 'France']",,4f979c8ae4b05465dae0714f,Sacré-Cœur
76,Le Pavillon des Canaux,Café,39 quai de Loire,,48.88749334222099,2.3786682881172654,"[{'label': 'display', 'lat': 48.88749334222099, 'lng': 2.3786682881172654}]",2610,75019,FR,Paris,Île-de-France,France,"['39 quai de Loire', '75019 Paris', 'France']",,5318cff6498e7b5d95c75fbe,Sacré-Cœur
77,Paname Brewing Company,Brewery,41 bis quai de Loire,Bassin de la Villette,48.887795,2.378824,"[{'label': 'display', 'lat': 48.887795, 'lng': 2.378824}]",2623,75019,FR,Paris,Île-de-France,France,"['41 bis quai de Loire (Bassin de la Villette)', '75019 Paris', 'France']",,5571d51f498e9ea789f8342d,Sacré-Cœur
78,Chez Alain Miam Miam,Sandwich Place,26 rue Charlon,,48.862369156725826,2.361949874504966,"[{'label': 'display', 'lat': 48.862369156725826, 'lng': 2.361949874504966}]",3053,75003,FR,Paris,Île-de-France,France,"['26 rue Charlon', '75003 Paris', 'France']",,5b546a4a82a750002c940e7f,Sacré-Cœur
79,Ober Mamma,Trattoria/Osteria,107 boulevard Richard Lenoir,,48.864492,2.370208,"[{'label': 'display', 'lat': 48.864492, 'lng': 2.370208}]",3183,75011,FR,Paris,Île-de-France,France,"['107 boulevard Richard Lenoir', '75011 Paris', 'France']",,5581ba79498e2d654886dbad,Sacré-Cœur
80,Centre Pompidou – Musée National d'Art Moderne,Art Museum,Place Georges Pompidou,Rue Beaubourg,48.860729707273954,2.351660414040774,"[{'label': 'display', 'lat': 48.860729707273954, 'lng': 2.351660414040774}]",2970,75004,FR,Paris,Île-de-France,France,"['Place Georges Pompidou (Rue Beaubourg)', '75004 Paris', 'France']",,4adcda0af964a520623421e3,Sacré-Cœur
81,LEGO® Store,Toy / Game Store,Passage de la Canopée,Forum des Halles,48.86181771883298,2.3471906738969803,"[{'label': 'display', 'lat': 48.86181771883298, 'lng': 2.3471906738969803}]",2798,75001,FR,Paris,Île-de-France,France,"['Passage de la Canopée (Forum des Halles)', '75001 Paris', 'France']",,57035c8b498ebcbc85d70c40,Sacré-Cœur
82,Utopie,Bakery,20 rue Jean-Pierre Timbaud,,48.865335,2.368733,"[{'label': 'display', 'lat': 48.865335, 'lng': 2.368733}]",3042,75011,FR,Paris,Île-de-France,France,"['20 rue Jean-Pierre Timbaud', '75011 Paris', 'France']",,54fc65f3498e7f86ee38def9,Sacré-Cœur
83,Marché des Enfants Rouges,Farmers Market,39 rue de Bretagne,,48.862805577255905,2.3619961738586426,"[{'label': 'display', 'lat': 48.862805577255905, 'lng': 2.3619961738586426}]",3011,75003,FR,Paris,Île-de-France,France,"['39 rue de Bretagne', '75003 Paris', 'France']",,4b75734cf964a5202c0d2ee3,Sacré-Cœur
84,Parc de la Villette,Park,211 avenue Jean Jaurès,,48.89231745056304,2.390577793121338,"[{'label': 'display', 'lat': 48.89231745056304, 'lng': 2.390577793121338}]",3534,75019,FR,Paris,Île-de-France,France,"['211 avenue Jean Jaurès', '75019 Paris', 'France']",,4adcda0af964a520203421e3,Sacré-Cœur
85,Grand Bassin Rond,Fountain,Jardin des Tuileries,,48.862879687441755,2.3292946815490723,"[{'label': 'display', 'lat': 48.862879687441755, 'lng': 2.3292946815490723}]",2846,75001,FR,Paris,Île-de-France,France,"['Jardin des Tuileries', '75001 Paris', 'France']",,51584deee4b0bca3145abc8a,Sacré-Cœur
86,Hôtel Le Royal Monceau Raffles,Hotel,37 Avenue Hoche,,48.87574467646414,2.300355060747923,"[{'label': 'display', 'lat': 48.87574467646414, 'lng': 2.300355060747923}]",3356,75008,FR,Paris,Île-de-France,France,"['37 Avenue Hoche', '75008 Paris', 'France']",,4ca46f77b0ff8cfa746fbf5e,Sacré-Cœur
87,La Marée,Seafood Restaurant,1 rue Daru,avenue des Ternes,48.87733613263744,2.300487756729126,"[{'label': 'display', 'lat': 48.87733613263744, 'lng': 2.300487756729126}]",3286,75008,FR,Paris,Île-de-France,France,"['1 rue Daru (avenue des Ternes)', '75008 Paris', 'France']",,4bc83e6b92b376b02707513a,Sacré-Cœur
88,Hôtel Four Seasons George V,Hotel,31 avenue George V,,48.868849,2.300683,"[{'label': 'display', 'lat': 48.868849, 'lng': 2.300683}]",3687,75008,FR,Paris,Île-de-France,France,"['31 avenue George V', '75008 Paris', 'France']",,4adcda00f964a520ba3021e3,Sacré-Cœur
89,Fleux',Furniture / Home Store,39 et 52 rue Sainte-Croix de la Bretonnerie,,48.85876287681194,2.3541614413261414,"[{'label': 'display', 'lat': 48.85876287681194, 'lng': 2.3541614413261414}]",3226,75004,FR,Paris,Île-de-France,France,"['39 et 52 rue Sainte-Croix de la Bretonnerie', '75004 Paris', 'France']",,4b533b45f964a520509327e3,Sacré-Cœur
90,Hôtel Plaza Athénée,Hotel,25 avenue Montaigne,Rue Clément Marot,48.86623539871467,2.304373677060653,"[{'label': 'display', 'lat': 48.86623539871467, 'lng': 2.304373677060653}]",3639,75008,FR,Paris,Île-de-France,France,"['25 avenue Montaigne (Rue Clément Marot)', '75008 Paris', 'France']",,4b817458f964a52024a730e3,Sacré-Cœur
91,Jardins des Champs-Élysées,Garden,Avenue des Champs-Élysées,,48.86785025032083,2.314540838373373,"[{'label': 'display', 'lat': 48.86785025032083, 'lng': 2.314540838373373}]",2966,75008,FR,Paris,Île-de-France,France,"['Avenue des Champs-Élysées', '75008 Paris', 'France']",,4adcda09f964a520fe3321e3,Sacré-Cœur
92,59 Rivoli,Art Gallery,28 Rue de Rivoli,Rue des Déchargeurs,48.859172279057745,2.3456481099128723,"[{'label': 'display', 'lat': 48.859172279057745, 'lng': 2.3456481099128723}]",3082,75004,FR,Paris,Île-de-France,France,"['28 Rue de Rivoli (Rue des Déchargeurs)', '75004 Paris', 'France']",,4e0766702271dfa46baee474,Sacré-Cœur
93,Amorino,Ice Cream Shop,Jardin des Tuileries,Place de la Concorde,48.86421536708272,2.324462294850483,"[{'label': 'display', 'lat': 48.86421536708272, 'lng': 2.324462294850483}]",2858,75001,FR,Paris,Île-de-France,France,"['Jardin des Tuileries (Place de la Concorde)', '75001 Paris', 'France']",,4e0dee1b62843e04afa5f37f,Sacré-Cœur
94,Candelaria,Cocktail Bar,56 rue de Saintonge,,48.86303212989039,2.3640589318953125,"[{'label': 'display', 'lat': 48.86303212989039, 'lng': 2.3640589318953125}]",3062,75003,FR,Paris,Île-de-France,France,"['56 rue de Saintonge', '75003 Paris', 'France']",,4d77b39caf63cbff3997be0f,Sacré-Cœur
95,Canal de l'Ourcq,Canal,Quai de l'Oise,,48.89031408713754,2.383368015289306,"[{'label': 'display', 'lat': 48.89031408713754, 'lng': 2.383368015289306}]",2979,75019,FR,Paris,Île-de-France,France,"[""Quai de l'Oise"", '75019 Paris', 'France']",,4c8fb2cdb3bcb60c97f26327,Sacré-Cœur
96,Cour Napoléon,Plaza,Place du Carrousel,,48.86117159622847,2.3350882530212402,"[{'label': 'display', 'lat': 48.86117159622847, 'lng': 2.3350882530212402}]",2911,75001,FR,Paris,Île-de-France,France,"['Place du Carrousel', '75001 Paris', 'France']",,5072efe7e4b0c34b5146e7fd,Sacré-Cœur
97,Guerlain,Cosmetics Shop,68 avenue des Champs-Élysées,,48.87097594,2.30514516,"[{'label': 'display', 'lat': 48.87097594, 'lng': 2.30514516}]",3285,75008,FR,Paris,Île-de-France,France,"['68 avenue des Champs-Élysées', '75008 Paris', 'France']",,4adcda1ef964a520423921e3,Sacré-Cœur
98,Soya Cantine Bio,Vegetarian / Vegan Restaurant,20 rue de la Pierre Levée,,48.8680359121096,2.3700910048843276,"[{'label': 'display', 'lat': 48.8680359121096, 'lng': 2.3700910048843276}]",2880,75011,FR,Paris,Île-de-France,France,"['20 rue de la Pierre Levée', '75011 Paris', 'France']",,4be9ca2fa9900f4770c01540,Sacré-Cœur
99,La Cantina Chic,Italian Restaurant,14 rue de l'Étoile,,48.877338784282294,2.2954969783446963,"[{'label': 'display', 'lat': 48.877338784282294, 'lng': 2.2954969783446963}]",3634,75017,FR,Paris,Île-de-France,France,"[""14 rue de l'Étoile"", '75017 Paris', 'France']",,5127d6aee4b0e1bb8f8a9f42,Sacré-Cœur
