,name,categories,address,crossStreet,lat,lng,labeledLatLngs,distance,cc,city,state,country,formattedAddress,postalCode,neighborhood,id,point name
44,David H. Koch Theater,Theater,Lincoln Center Plaza,at W 63rd St & Columbus Ave,40.772292228782284,-73.9832624208871,"[{'label': 'display', 'lat': 40.772292228782284, 'lng': -73.9832624208871}]",7970,US,New York,NY,United States,"['Lincoln Center Plaza (at W 63rd St & Columbus Ave)', 'New York, NY 10023', 'United States']",10023,,49ff4eecf964a52005701fe3,Yankee Stadium
45,Jim's Shoe Repair,Shoe Store,50 E 59th St,Madison/Park,40.7634125732713,-73.97110633512361,"[{'label': 'display', 'lat': 40.7634125732713, 'lng': -73.97110633512361}]",8268,US,New York,NY,United States,"['50 E 59th St (Madison/Park)', 'New York, NY 10022', 'United States']",10022,,4aae5732f964a520df6120e3,Yankee Stadium
46,Dulce de Leche,Bakery,65 Bergenline Ave,btwn 65th St & 66th St,40.793358,-74.01276,"[{'label': 'display', 'lat': 40.793358, 'lng': -74.01276}, {'label': 'entrance', 'lat': 40.793379, 'lng': -74.012773}]",8309,US,West New York,NJ,United States,"['65 Bergenline Ave (btwn 65th St & 66th St)', 'West New York, NJ 07093', 'United States']",07093,,4c9e7ff7542b224b73d8f49f,Yankee Stadium
47,NYRR RUNCenter,Community Center,320 W 57th St,Between 8th & 9th Avenue,40.767079052150685,-73.98392642532963,"[{'label': 'display', 'lat': 40.767079052150685, 'lng': -73.98392642532963}]",8474,US,New York,NY,United States,"['320 W 57th St (Between 8th & 9th Avenue)', 'New York, NY 10019', 'United States']",10019,,5717dac7498e22ad270b634a,Yankee Stadium
48,Saint Laurent,Boutique,3 E 57th St,btwn 5th Ave and 6th Ave,40.76297783182334,-73.97323146073056,"[{'label': 'entrance', 'lat': 40.762842, 'lng': -73.973356}, {'label': 'display', 'lat': 40.76297783182334, 'lng': -73.97323146073056}]",8394,US,New York,NY,United States,"['3 E 57th St (btwn 5th Ave and 6th Ave)', 'New York, NY 10022', 'United States']",10022,,4b20181bf964a5201e2d24e3,Yankee Stadium
49,Bumble & Bumble,Salon / Barbershop,146 E 56th St,at Lexington Ave,40.759833,-73.969096,"[{'label': 'entrance', 'lat': 40.759909, 'lng': -73.96904}, {'label': 'display', 'lat': 40.759833, 'lng': -73.969096}]",8553,US,New York,NY,United States,"['146 E 56th St (at Lexington Ave)', 'New York, NY 10022', 'United States']",10022,,4ac0f812f964a520369520e3,Yankee Stadium
50,Museum of Modern Art (MoMA),Art Museum,11 W 53rd St,btwn 5th & 6th Ave,40.76141150395245,-73.97746170919268,,8718,US,New York,NY,United States,"['11 W 53rd St (btwn 5th & 6th Ave)', 'New York, NY 10019', 'United States']",10019,,4af5a46af964a520b5fa21e3,Yankee Stadium
51,iLoveKickboxing,Gym,2007 Colonial Avenue,,40.8528708,-73.8280849,"[{'label': 'display', 'lat': 40.8528708, 'lng': -73.8280849}]",8685,US,Bronx,NY,United States,"['2007 Colonial Avenue', 'Bronx, NY 10461', 'United States']",10461,,58ec6b4001f0777e49e4d2a5,Yankee Stadium
52,St. Patrick's Cathedral,Church,14 E 51st St,at 5th Ave,40.758627238578065,-73.97639751434325,"[{'label': 'display', 'lat': 40.758627238578065, 'lng': -73.97639751434325}]",8947,US,New York,NY,United States,"['14 E 51st St (at 5th Ave)', 'New York, NY 10022', 'United States']",10022,,4a3d4aecf964a52012a21fe3,Yankee Stadium
53,Equinox West 50th Street,Gym,1633 Broadway,at Paramount Plz,40.761912,-73.984268,"[{'label': 'display', 'lat': 40.761912, 'lng': -73.984268}]",8968,US,New York,NY,United States,"['1633 Broadway (at Paramount Plz)', 'New York, NY 10019', 'United States']",10019,,4a66f31af964a520dcc81fe3,Yankee Stadium
54,Radio City Music Hall,Concert Hall,1260 Avenue of the Americas,at W 50th St,40.759850056828405,-73.97934397752239,"[{'label': 'display', 'lat': 40.759850056828405, 'lng': -73.97934397752239}]",8948,US,New York,NY,United States,"['1260 Avenue of the Americas (at W 50th St)', 'New York, NY 10020', 'United States']",10020,,4161e400f964a520721d1fe3,Yankee Stadium
55,Top of the Rock Observation Deck,Scenic Lookout,30 Rockefeller Plz,btwn 5th & 6th Ave,40.759095065214055,-73.97935153748539,"[{'label': 'display', 'lat': 40.759095065214055, 'lng': -73.97935153748539}]",9021,US,New York,NY,United States,"['30 Rockefeller Plz (btwn 5th & 6th Ave)', 'New York, NY 10112', 'United States']",10112,,43a48f1bf964a520502c1fe3,Yankee Stadium
56,TMPL,Gym,355 W 49th St,8th Avenue,40.762549725908436,-73.98817701719275,"[{'label': 'display', 'lat': 40.762549725908436, 'lng': -73.98817701719275}]",9092,US,New York,NY,United States,"['355 W 49th St (8th Avenue)', 'New York, NY 10019', 'United States']",10019,,566dd692498eadbfb75805ef,Yankee Stadium
57,The Cliffs at Long Island City,Climbing Gym,11-11 44th Dr,,40.74862722288911,-73.94889232182862,"[{'label': 'display', 'lat': 40.74862722288911, 'lng': -73.94889232182862}]",9207,US,Long Island City,NY,United States,"['11-11 44th Dr', 'Long Island City, NY 11101', 'United States']",11101,,51571a47e4b03e8de7ec9dbc,Yankee Stadium
58,Gantry Plaza State Park,State / Provincial Park,474 48th Ave,at Center Blvd,40.74655794031174,-73.9580512046814,"[{'label': 'display', 'lat': 40.74655794031174, 'lng': -73.9580512046814}]",9616,US,Queens,NY,United States,"['474 48th Ave (at Center Blvd)', 'Long Island City, NY 11109', 'United States']",11109,Long Island City,43222200f964a5209c271fe3,Yankee Stadium
59,Los Tacos No. 1,Taco Place,229 W 43rd St,btwn 7th & 8th Ave,40.757237,-73.987454,"[{'label': 'display', 'lat': 40.757237, 'lng': -73.987454}]",9551,US,New York,NY,United States,"['229 W 43rd St (btwn 7th & 8th Ave)', 'New York, NY 10036', 'United States']",10036,Theater District,59580ce6db1d8148fee3d383,Yankee Stadium
60,Broadway Dance Center,Dance Studio,322 W 45th St,btwn 8th & 9th Ave,40.759489759762815,-73.98956180541293,"[{'label': 'display', 'lat': 40.759489759762815, 'lng': -73.98956180541293}, {'label': 'entrance', 'lat': 40.759547, 'lng': -73.989549}]",9439,US,New York,NY,United States,"['322 W 45th St (btwn 8th & 9th Ave)', 'New York, NY 10036', 'United States']",10036,,46a9bed8f964a52054491fe3,Yankee Stadium
61,Fifth Hammer Brewing Company,Brewery,10-28 46th Ave,,40.74655304120232,-73.95143837388332,"[{'label': 'display', 'lat': 40.74655304120232, 'lng': -73.95143837388332}]",9478,US,New York,NY,United States,"['10-28 46th Ave', 'New York, NY 11101', 'United States']",11101,Hunters Point,580bbe6c38fa27d5b5a442cc,Yankee Stadium
62,Majestic Theatre,Theater,245 W 44th St,btwn 7th & 8th Ave,40.758267590709956,-73.98810677744484,"[{'label': 'display', 'lat': 40.758267590709956, 'lng': -73.98810677744484}, {'label': 'entrance', 'lat': 40.758313, 'lng': -73.988096}]",9484,US,New York,NY,United States,"['245 W 44th St (btwn 7th & 8th Ave)', 'New York, NY 10036', 'United States']",10036,,4b1074dbf964a520d47023e3,Yankee Stadium
63,Bryant Park,Park,E 42nd St,btwn 5th & 6th Ave,40.75387292806952,-73.9836287498474,"[{'label': 'display', 'lat': 40.75387292806952, 'lng': -73.9836287498474}]",9705,US,New York,NY,United States,"['E 42nd St (btwn 5th & 6th Ave)', 'New York, NY 10018', 'United States']",10018,Midtown,3fd66200f964a520d7f11ee3,Yankee Stadium
64,Books Kinokuniya,Bookstore,1073 Avenue of the Americas,btwn W 40th & W 41st St,40.75405320187223,-73.98464945969599,"[{'label': 'display', 'lat': 40.75405320187223, 'lng': -73.98464945969599}]",9730,US,New York,NY,United States,"['1073 Avenue of the Americas (btwn W 40th & W 41st St)', 'New York, NY 10018', 'United States']",10018,,49ef71e3f964a520b8681fe3,Yankee Stadium
65,New York Public Library Terrace,Plaza,476 5th Ave,btwn W 40th & W 42nd St,40.75301665207755,-73.98147986022437,"[{'label': 'display', 'lat': 40.75301665207755, 'lng': -73.98147986022437}]",9700,US,New York,NY,United States,"['476 5th Ave (btwn W 40th & W 42nd St)', 'New York, NY 10018', 'United States']",10018,,4ddaf97b183802d5373be2eb,Yankee Stadium
66,New Amsterdam Theater,Theater,214 W 42nd St,btwn Broadway & 8th Ave,40.755844024448116,-73.98832119495094,"[{'label': 'display', 'lat': 40.755844024448116, 'lng': -73.98832119495094}]",9721,US,New York,NY,United States,"['214 W 42nd St (btwn Broadway & 8th Ave)', 'New York, NY 10036', 'United States']",10036,,4f139003e4b000502e3959c2,Yankee Stadium
67,MUJI,Miscellaneous Shop,475 5th Ave,at E 41st St,40.75247095108687,-73.98134887218475,"[{'label': 'display', 'lat': 40.75247095108687, 'lng': -73.98134887218475}]",9748,US,New York,NY,United States,"['475 5th Ave (at E 41st St)', 'New York, NY 10017', 'United States']",10017,Midtown East,564e6919498e9cd069ba3df0,Yankee Stadium
68,Birria-Landia Taco Truck,Food Truck,77-99 Roosevelt Ave,78th St,40.74725134613699,-73.88771249450689,"[{'label': 'display', 'lat': 40.74725134613699, 'lng': -73.88771249450689}]",9731,US,New York,NY,United States,"['77-99 Roosevelt Ave (78th St)', 'New York, NY 11372', 'United States']",11372,,5d6b080fc391b8000833e673,Yankee Stadium
69,Hunter's Point South Park,Park,Center Boulevard and Borden Avenue,Center Boulevard and Borden Avenue,40.742631898404746,-73.96070122718811,"[{'label': 'display', 'lat': 40.742631898404746, 'lng': -73.96070122718811}]",10098,US,Queens,NY,United States,"['Center Boulevard and Borden Avenue (Center Boulevard and Borden Avenue)', 'Long Island City, NY 11101', 'United States']",11101,Long Island City,521cd1c293cd469ce13dbb47,Yankee Stadium
70,Louis Armstrong House Museum,Museum,34-56 107th St,btwn 34th & 37th Ave,40.75462065974465,-73.86137158678545,"[{'label': 'display', 'lat': 40.75462065974465, 'lng': -73.86137158678545}]",9989,US,Corona,NY,United States,"['34-56 107th St (btwn 34th & 37th Ave)', 'Corona, NY 11368', 'United States']",11368,,4bae54e7f964a520d1a33be3,Yankee Stadium
71,Kalustyan's,Gourmet Shop,123 Lexington Ave,at E 28th St,40.74283152687895,-73.98226690988776,"[{'label': 'display', 'lat': 40.74283152687895, 'lng': -73.98226690988776}, {'label': 'entrance', 'lat': 40.742795, 'lng': -73.982187}]",10739,US,New York,NY,United States,"['123 Lexington Ave (at E 28th St)', 'New York, NY 10016', 'United States']",10016,,45940e37f964a52055401fe3,Yankee Stadium
72,Madison Square Park,Park,Madison Ave,btwn E 23rd & E 26th St,40.74226204193276,-73.98800611495972,"[{'label': 'display', 'lat': 40.74226204193276, 'lng': -73.98800611495972}]",11015,US,New York,NY,United States,"['Madison Ave (btwn E 23rd & E 26th St)', 'New York, NY 10010', 'United States']",10010,,40b68100f964a5207d001fe3,Yankee Stadium
73,Bakeri,Bakery,105 Freeman St,btwn Franklin & Manhattan Ave,40.73426471796698,-73.95755265756051,"[{'label': 'display', 'lat': 40.73426471796698, 'lng': -73.95755265756051}, {'label': 'entrance', 'lat': 40.73429, 'lng': -73.957528}]",10928,US,Brooklyn,NY,United States,"['105 Freeman St (btwn Franklin & Manhattan Ave)', 'Brooklyn, NY 11222', 'United States']",11222,,534d61c4498e9beff4c74e8b,Yankee Stadium
74,Dandelion Wine,Wine Shop,153 Franklin St,,40.731667,-73.958015,"[{'label': 'entrance', 'lat': 40.731674, 'lng': -73.958013}, {'label': 'display', 'lat': 40.731667, 'lng': -73.958015}]",11218,US,Brooklyn,NY,United States,"['153 Franklin St', 'Brooklyn, NY 11222', 'United States']",11222,,4bd61b737b1876b008038c86,Yankee Stadium
75,Arthur Ashe Stadium,Tennis Stadium,Flushing Meadows - Corona Park,,40.749892455368936,-73.84703725576,"[{'label': 'display', 'lat': 40.749892455368936, 'lng': -73.84703725576}]",11116,US,Flushing,NY,United States,"['Flushing Meadows - Corona Park', 'Flushing, NY 11368', 'United States']",11368,,4bbe1ecf9474c9b66a1bd9b6,Yankee Stadium
76,Gagosian Gallery,Art Gallery,555 W 24th St,btwn 10th & 11th Ave,40.74949263854115,-74.00604977829569,"[{'label': 'display', 'lat': 40.74949263854115, 'lng': -74.00604977829569}, {'label': 'entrance', 'lat': 40.749414, 'lng': -74.005971}]",11154,US,New York,NY,United States,"['555 W 24th St (btwn 10th & 11th Ave)', 'New York, NY 10011', 'United States']",10011,,442e41b2f964a520da311fe3,Yankee Stadium
77,Equinox Gramercy,Gym,315 Park Ave S,24th St,40.74074907098539,-73.98577092778955,"[{'label': 'display', 'lat': 40.74074907098539, 'lng': -73.98577092778955}]",11078,US,New York,NY,United States,"['315 Park Ave S (24th St)', 'New York, NY 10010', 'United States']",10010,,574da377498ef19a1bd08764,Yankee Stadium
78,High Line,Park,btwn Gansevoort & W 34th St,btwn 10th & 12th Ave,40.746825,-74.005507,"[{'label': 'display', 'lat': 40.746825, 'lng': -74.005507}]",11366,US,New York,NY,United States,"['btwn Gansevoort & W 34th St (btwn 10th & 12th Ave)', 'New York, NY 10011', 'United States']",10011,,40f1d480f964a5206a0a1fe3,Yankee Stadium
79,Pier 63 Hudson River Park,Park,205 12th Ave,23rd Street,40.749500287685564,-74.00859475135803,"[{'label': 'display', 'lat': 40.749500287685564, 'lng': -74.00859475135803}]",11283,US,New York,NY,United States,"['205 12th Ave (23rd Street)', 'New York, NY 10001', 'United States']",10001,,4dd56920cc3f75159f13cb35,Yankee Stadium
80,USTA Billie Jean King National Tennis Center,Tennis Stadium,5201 111th St Ste 1,,40.749415,-73.846017,"[{'label': 'display', 'lat': 40.749415, 'lng': -73.846017}]",11210,US,Flushing,NY,United States,"['5201 111th St Ste 1', 'Flushing, NY 11368', 'United States']",11368,,504ea918e4b061de6e4eb199,Yankee Stadium
81,WNYC Transmitter Park,Park,2 Greenpoint Ave,at West St,40.729958061792885,-73.96073341369629,"[{'label': 'display', 'lat': 40.729958061792885, 'lng': -73.96073341369629}]",11458,US,Brooklyn,NY,United States,"['2 Greenpoint Ave (at West St)', 'Brooklyn, NY 11222', 'United States']",11222,,4a4e944df964a520baae1fe3,Yankee Stadium
82,SoulCycle 19th,Cycle Studio,8 W 19th St,btwn 5th & 6th Ave,40.73943353393161,-73.99216844203444,"[{'label': 'display', 'lat': 40.73943353393161, 'lng': -73.99216844203444}, {'label': 'entrance', 'lat': 40.739315, 'lng': -73.992139}]",11459,US,New York,NY,United States,"['8 W 19th St (btwn 5th & 6th Ave)', 'New York, NY 10011', 'United States']",10011,,529f289511d21133dd08a7ec,Yankee Stadium
83,Gramercy Tavern,American Restaurant,42 E 20th St,btwn Broadway & Park Ave,40.73859964402532,-73.98831951156392,"[{'label': 'display', 'lat': 40.73859964402532, 'lng': -73.98831951156392}]",11389,US,New York,NY,United States,"['42 E 20th St (btwn Broadway & Park Ave)', 'New York, NY 10003', 'United States']",10003,,3fd66200f964a520aee91ee3,Yankee Stadium
84,The Fhitting Room,Gym,31 W 19th St,btwn 5th & 6th Ave,40.739856864845336,-73.99319384310543,"[{'label': 'display', 'lat': 40.739856864845336, 'lng': -73.99319384310543}, {'label': 'entrance', 'lat': 40.739879, 'lng': -73.993022}]",11460,US,New York,NY,United States,"['31 W 19th St (btwn 5th & 6th Ave)', 'New York, NY 10011', 'United States']",10011,,54cd0dab498e6e5d8a9d7866,Yankee Stadium
85,Malt & Mold,Gourmet Shop,362 2nd Ave,btwn 21st & 22nd St,40.736677,-73.981472,"[{'label': 'display', 'lat': 40.736677, 'lng': -73.981472}]",11331,US,New York,NY,United States,"['362 2nd Ave (btwn 21st & 22nd St)', 'New York, NY 10010', 'United States']",10010,Gramercy Park,545fd218498e729596469903,Yankee Stadium
86,David Zwirner Gallery,Art Gallery,537 W 20th St,at 11th Ave,40.74663515827365,-74.007328748703,"[{'label': 'display', 'lat': 40.74663515827365, 'lng': -74.007328748703}]",11473,US,New York,NY,United States,"['537 W 20th St (at 11th Ave)', 'New York, NY 10011', 'United States']",10011,,533d96d9498e88fc19384087,Yankee Stadium
87,Fishs Eddy,Furniture / Home Store,889 Broadway,btwn E 19th & E 20th St,40.738605357398285,-73.99001680796049,"[{'label': 'display', 'lat': 40.738605357398285, 'lng': -73.99001680796049}, {'label': 'entrance', 'lat': 40.738705, 'lng': -73.990025}]",11454,US,New York,NY,United States,"['889 Broadway (btwn E 19th & E 20th St)', 'New York, NY 10003', 'United States']",10003,,4a5d186ff964a5202bbd1fe3,Yankee Stadium
88,Caffè Panna,Ice Cream Shop,77 Irving Pl,,40.736985,-73.98676,"[{'label': 'display', 'lat': 40.736985, 'lng': -73.98676}]",11490,US,New York,NY,United States,"['77 Irving Pl', 'New York, NY 10003', 'United States']",10003,,5d7d70ed72c4090008784186,Yankee Stadium
89,Paulie Gee’s,Pizza Place,708 Continental Cir #1514,,40.729801246987186,-73.95852046352437,"[{'label': 'display', 'lat': 40.729801246987186, 'lng': -73.95852046352437}]",11430,US,Brooklyn,NY,United States,"['708 Continental Cir #1514', 'Brooklyn, NY 11222', 'United States']",11222,,4b9709fcf964a520c4f434e3,Yankee Stadium
90,Union Square Greenmarket,Farmers Market,1 Union Sq W,btwn 14th & 17th St,40.736296929163295,-73.9905813271794,,11704,US,New York,NY,United States,"['1 Union Sq W (btwn 14th & 17th St)', 'New York, NY 10003', 'United States']",10003,Union Square,49c27575f964a520f1551fe3,Yankee Stadium
91,Los Tacos No. 1,Taco Place,75 9th Ave,,40.74224400629671,-74.00596115738153,"[{'label': 'display', 'lat': 40.74224400629671, 'lng': -74.00596115738153}]",11804,US,New York,NY,United States,"['75 9th Ave', 'New York, NY 10011', 'United States']",10011,Chelsea,5196b9ff498e8a6be4336a03,Yankee Stadium
92,High Line 10th Ave Amphitheatre,Scenic Lookout,High Line,10th Ave & W 17th St,40.74398136118615,-74.00684429247669,"[{'label': 'display', 'lat': 40.74398136118615, 'lng': -74.00684429247669}]",11689,US,New York,NY,United States,"['High Line (10th Ave & W 17th St)', 'New York, NY 10011', 'United States']",10011,,4eb1877fd3e36bac670d2898,Yankee Stadium
93,Soothr,Thai Restaurant,204 E 13th St,3rd Ave,40.732287,-73.987287,"[{'label': 'display', 'lat': 40.732287, 'lng': -73.987287}]",11980,US,New York,NY,United States,"['204 E 13th St (3rd Ave)', 'New York, NY 10003', 'United States']",10003,,5ee66a36459579000887cd2b,Yankee Stadium
94,Los Mariscos,Seafood Restaurant,409 West 15th St,9th Ave,40.74199972810892,-74.00589003225507,"[{'label': 'display', 'lat': 40.74199972810892, 'lng': -74.00589003225507}, {'label': 'entrance', 'lat': 40.742132, 'lng': -74.005809}]",11824,US,New York,NY,United States,"['409 West 15th St (9th Ave)', 'New York, NY 10011', 'United States']",10011,,57e9590a498e2d323e20c667,Yankee Stadium
95,Peridance Capezio Center,Dance Studio,126 E 13th St,btwn 3rd & 4th Ave,40.73298682271572,-73.98852241900113,"[{'label': 'display', 'lat': 40.73298682271572, 'lng': -73.98852241900113}]",11955,US,New York,NY,United States,"['126 E 13th St (btwn 3rd & 4th Ave)', 'New York, NY 10003', 'United States']",10003,,4b6cba70f964a520ae4f2ce3,Yankee Stadium
96,Strand Bookstore,Bookstore,828 Broadway,at E 12th St,40.73314000684355,-73.99091161094675,"[{'label': 'display', 'lat': 40.73314000684355, 'lng': -73.99091161094675}]",12029,US,New York,NY,United States,"['828 Broadway (at E 12th St)', 'New York, NY 10003', 'United States']",10003,,4a8cc1d4f964a520130f20e3,Yankee Stadium
97,Trader Joe's Wine Shop,Wine Shop,138 E 14th St,btwn Irving Pl & 3rd Ave,40.73374950502162,-73.98812798965065,"[{'label': 'display', 'lat': 40.73374950502162, 'lng': -73.98812798965065}, {'label': 'entrance', 'lat': 40.733559, 'lng': -73.988201}]",11864,US,New York,NY,United States,"['138 E 14th St (btwn Irving Pl & 3rd Ave)', 'New York, NY 10003', 'United States']",10003,,4a319883f964a520fc991fe3,Yankee Stadium
98,Forma Pasta Factory,Italian Restaurant,14 Bedford St,,40.72370682985822,-73.95148527074878,"[{'label': 'display', 'lat': 40.72370682985822, 'lng': -73.95148527074878}]",11972,US,New York,NY,United States,"['14 Bedford St', 'New York, NY 10014', 'United States']",10014,,5c6ddee8de3bbf002c44d83c,Yankee Stadium
99,Trader Joe's,Grocery Store,1350 Willow Ave.,,40.75363429975088,-74.02983232852095,"[{'label': 'display', 'lat': 40.75363429975088, 'lng': -74.02983232852095}]",12136,US,Hoboken,NJ,United States,"['1350 Willow Ave.', 'Hoboken, NJ 07030', 'United States']",07030,,590fa389018cbb785fbbd4e5,Yankee Stadium
